001_L_index_1.bmp,1
001_L_index_2.bmp,1
001_L_index_3.bmp,1
001_L_index_4.bmp,1
001_L_index_5.bmp,1
001_L_index_6.bmp,1
001_L_middle_1.bmp,1
001_L_middle_2.bmp,1
001_L_middle_3.bmp,1
001_L_middle_4.bmp,1
001_L_middle_5.bmp,1
001_L_middle_6.bmp,1
001_L_ring_1.bmp,1
001_L_ring_2.bmp,1
001_L_ring_3.bmp,1
001_L_ring_4.bmp,1
001_L_ring_5.bmp,1
001_L_ring_6.bmp,1
001_R_index_1.bmp,1
001_R_index_2.bmp,1
001_R_index_3.bmp,1
001_R_index_4.bmp,1
001_R_index_5.bmp,1
001_R_index_6.bmp,1
001_R_middle_1.bmp,1
001_R_middle_2.bmp,1
001_R_middle_3.bmp,1
001_R_middle_4.bmp,1
001_R_middle_5.bmp,1
001_R_middle_6.bmp,1
001_R_ring_1.bmp,1
001_R_ring_2.bmp,1
001_R_ring_3.bmp,1
001_R_ring_4.bmp,1
001_R_ring_5.bmp,1
001_R_ring_6.bmp,1
002_L_index_1.bmp,2
002_L_index_2.bmp,2
002_L_index_3.bmp,2
002_L_index_4.bmp,2
002_L_index_5.bmp,2
002_L_index_6.bmp,2
002_L_middle_1.bmp,2
002_L_middle_2.bmp,2
002_L_middle_3.bmp,2
002_L_middle_4.bmp,2
002_L_middle_5.bmp,2
002_L_middle_6.bmp,2
002_L_ring_1.bmp,2
002_L_ring_2.bmp,2
002_L_ring_3.bmp,2
002_L_ring_4.bmp,2
002_L_ring_5.bmp,2
002_L_ring_6.bmp,2
002_R_index_1.bmp,2
002_R_index_2.bmp,2
002_R_index_3.bmp,2
002_R_index_4.bmp,2
002_R_index_5.bmp,2
002_R_index_6.bmp,2
002_R_middle_1.bmp,2
002_R_middle_2.bmp,2
002_R_middle_3.bmp,2
002_R_middle_4.bmp,2
002_R_middle_5.bmp,2
002_R_middle_6.bmp,2
002_R_ring_1.bmp,2
002_R_ring_2.bmp,2
002_R_ring_3.bmp,2
